setCode,name,rarity,manaCost,colorIdentity,types,subtypes,power,toughness,quantity,nm,lp,p,foil,text
RIX,Baffling End,uncommon,{1}{W},W,Enchantment,0,0,0,0,0,0,0,0,"When Baffling End enters the battlefield, exile target creature an opponent controls with mana value 3 or less.\nWhen Baffling End leaves the battlefield, target opponent creates a 3/3 green Dinosaur creature token with trample."
RIX,Bishop of Binding,rare,{3}{W},W,Creature,"Vampire, Cleric",1,1,0,0,0,0,0,"When Bishop of Binding enters the battlefield, exile target creature an opponent controls until Bishop of Binding leaves the battlefield.\nWhenever Bishop of Binding attacks, target Vampire gets +X/+X until end of turn, where X is the power of the exiled card."
RIX,Blazing Hope,uncommon,{W},W,Instant,0,0,0,0,0,0,0,0,Exile target creature with power greater than or equal to your life total.
RIX,Cleansing Ray,common,{1}{W},W,Sorcery,0,0,0,0,0,0,0,0,Choose one —\n• Destroy target Vampire.\n• Destroy target enchantment.
RIX,Divine Verdict,common,{3}{W},W,Instant,0,0,0,0,0,0,0,0,Destroy target attacking or blocking creature.
RIX,Everdawn Champion,uncommon,{1}{W}{W},W,Creature,"Human, Soldier",2,2,0,0,0,0,0,Prevent all combat damage that would be dealt to Everdawn Champion.
RIX,Exultant Skymarcher,common,{1}{W}{W},W,Creature,"Vampire, Soldier",2,3,0,0,0,0,0,Flying
RIX,Famished Paladin,uncommon,{1}{W},W,Creature,"Vampire, Knight",3,3,0,0,0,0,0,"Famished Paladin doesn't untap during your untap step.\nWhenever you gain life, untap Famished Paladin."
RIX,Forerunner of the Legion,uncommon,{2}{W},W,Creature,"Vampire, Knight",2,2,0,0,0,0,0,"When Forerunner of the Legion enters the battlefield, you may search your library for a Vampire card, reveal it, then shuffle and put that card on top.\nWhenever another Vampire enters the battlefield under your control, target creature gets +1/+1 until end of turn."
RIX,Imperial Ceratops,uncommon,{4}{W},W,Creature,Dinosaur,3,5,0,0,0,0,0,"Enrage — Whenever Imperial Ceratops is dealt damage, you gain 2 life."
RIX,Legion Conquistador,common,{2}{W},W,Creature,"Vampire, Soldier",2,2,0,0,0,0,0,"When Legion Conquistador enters the battlefield, you may search your library for any number of cards named Legion Conquistador, reveal them, put them into your hand, then shuffle."
RIX,Luminous Bonds,common,{2}{W},W,Enchantment,Aura,0,0,0,0,0,0,0,Enchant creature\nEnchanted creature can't attack or block.
RIX,Majestic Heliopterus,uncommon,{3}{W},W,Creature,Dinosaur,2,2,0,0,0,0,0,"Flying\nWhenever Majestic Heliopterus attacks, another target Dinosaur you control gains flying until end of turn."
RIX,Martyr of Dusk,common,{1}{W},W,Creature,"Vampire, Soldier",2,1,0,0,0,0,0,"When Martyr of Dusk dies, create a 1/1 white Vampire creature token with lifelink."
RIX,Moment of Triumph,common,{W},W,Instant,0,0,0,0,0,0,0,0,Target creature gets +2/+2 until end of turn. You gain 2 life.
RIX,Paladin of Atonement,rare,{1}{W},W,Creature,"Vampire, Knight",1,1,0,0,0,0,0,"At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on Paladin of Atonement.\nWhen Paladin of Atonement dies, you gain life equal to its toughness."
RIX,Pride of Conquerors,uncommon,{1}{W},W,Instant,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nCreatures you control get +1/+1 until end of turn. If you have the city's blessing, those creatures get +2/+2 until end of turn instead."
RIX,Radiant Destiny,rare,{2}{W},W,Enchantment,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nAs Radiant Destiny enters the battlefield, choose a creature type.\nCreatures you control of the chosen type get +1/+1. As long as you have the city's blessing, they also have vigilance."
RIX,Raptor Companion,common,{1}{W},W,Creature,Dinosaur,3,1,0,0,0,0,0,0
RIX,Sanguine Glorifier,common,{3}{W},W,Creature,"Vampire, Cleric",3,3,0,0,0,0,0,"When Sanguine Glorifier enters the battlefield, put a +1/+1 counter on another target Vampire you control."
RIX,Skymarcher Aspirant,uncommon,{W},W,Creature,"Vampire, Soldier",2,1,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nSkymarcher Aspirant has flying as long as you have the city's blessing."
RIX,Slaughter the Strong,rare,{1}{W}{W},W,Sorcery,0,0,0,0,0,0,0,0,"Each player chooses any number of creatures they control with total power 4 or less, then sacrifices all other creatures they control."
RIX,Snubhorn Sentry,common,{W},W,Creature,Dinosaur,0,3,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nSnubhorn Sentry gets +3/+0 as long as you have the city's blessing."
RIX,Sphinx's Decree,rare,{1}{W},W,Sorcery,0,0,0,0,0,0,0,0,Each opponent can't cast instant or sorcery spells during that player's next turn.
RIX,Squire's Devotion,common,{2}{W},W,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature\nEnchanted creature gets +1/+1 and has lifelink.\nWhen Squire's Devotion enters the battlefield, create a 1/1 white Vampire creature token with lifelink."
RIX,Sun Sentinel,common,{1}{W},W,Creature,"Human, Soldier",2,2,0,0,0,0,0,Vigilance (Attacking doesn't cause this creature to tap.)
RIX,Sun-Crested Pterodon,common,{4}{W},W,Creature,Dinosaur,2,5,0,0,0,0,0,Flying\nSun-Crested Pterodon has vigilance as long as you control another Dinosaur.
RIX,Temple Altisaur,rare,{4}{W},W,Creature,Dinosaur,3,4,0,0,0,0,0,"If a source would deal damage to another Dinosaur you control, prevent all but 1 of that damage."
RIX,Trapjaw Tyrant,mythic,{3}{W}{W},W,Creature,Dinosaur,5,5,0,0,0,0,0,"Enrage — Whenever Trapjaw Tyrant is dealt damage, exile target creature an opponent controls until Trapjaw Tyrant leaves the battlefield."
RIX,"Zetalpa, Primal Dawn",rare,{6}{W}{W},W,Creature,"Elder, Dinosaur",4,8,0,0,0,0,0,"Flying, double strike, vigilance, trample, indestructible"
RIX,Admiral's Order,rare,{1}{U}{U},U,Instant,0,0,0,0,0,0,0,0,"Raid — If you attacked this turn, you may pay {U} rather than pay this spell's mana cost.\nCounter target spell."
RIX,Aquatic Incursion,uncommon,{3}{U},U,Enchantment,0,0,0,0,0,0,0,0,"When Aquatic Incursion enters the battlefield, create two 1/1 blue Merfolk creature tokens with hexproof. (They can't be the targets of spells or abilities your opponents control.)\n{3}{U}: Target Merfolk can't be blocked this turn."
RIX,Crafty Cutpurse,rare,{3}{U},U,Creature,"Human, Pirate",2,2,0,0,0,0,0,"Flash\nWhen Crafty Cutpurse enters the battlefield, each token that would be created under an opponent's control this turn is created under your control instead."
RIX,Crashing Tide,common,{2}{U},U,Sorcery,0,0,0,0,0,0,0,0,This spell has flash as long as you control a Merfolk.\nReturn target creature to its owner's hand.\nDraw a card.
RIX,Curious Obsession,uncommon,{U},U,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature\nEnchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, you may draw a card.""\nAt the beginning of your end step, if you didn't attack with a creature this turn, sacrifice Curious Obsession."
RIX,Deadeye Rig-Hauler,common,{3}{U},U,Creature,"Human, Pirate",3,2,0,0,0,0,0,"Raid — When Deadeye Rig-Hauler enters the battlefield, if you attacked this turn, you may return target creature to its owner's hand."
RIX,Expel from Orazca,uncommon,{1}{U},U,Instant,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nReturn target nonland permanent to its owner's hand. If you have the city's blessing, you may put that permanent on top of its owner's library instead."
RIX,Flood of Recollection,uncommon,{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,Return target instant or sorcery card from your graveyard to your hand. Exile Flood of Recollection.
RIX,Hornswoggle,uncommon,{2}{U},U,Instant,0,0,0,0,0,0,0,0,"Counter target creature spell. You create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
RIX,Induced Amnesia,rare,{2}{U},U,Enchantment,0,0,0,0,0,0,0,0,"When Induced Amnesia enters the battlefield, target player exiles all cards from their hand face down, then draws that many cards.\nWhen Induced Amnesia is put into a graveyard from the battlefield, return the exiled cards to their owner's hand."
RIX,Kitesail Corsair,common,{1}{U},U,Creature,"Human, Pirate",2,1,0,0,0,0,0,Kitesail Corsair has flying as long as it's attacking.
RIX,Kumena's Awakening,rare,{2}{U}{U},U,Enchantment,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nAt the beginning of your upkeep, each player draws a card. If you have the city's blessing, instead only you draw a card."
RIX,Mist-Cloaked Herald,common,{U},U,Creature,"Merfolk, Warrior",1,1,0,0,0,0,0,Mist-Cloaked Herald can't be blocked.
RIX,Negate,common,{1}{U},U,Instant,0,0,0,0,0,0,0,0,Counter target noncreature spell.
RIX,"Nezahal, Primal Tide",rare,{5}{U}{U},U,Creature,"Elder, Dinosaur",7,7,0,0,0,0,0,"This spell can't be countered.\nYou have no maximum hand size.\nWhenever an opponent casts a noncreature spell, draw a card.\nDiscard three cards: Exile Nezahal, Primal Tide. Return it to the battlefield tapped under its owner's control at the beginning of the next end step."
RIX,Release to the Wind,rare,{2}{U},U,Instant,0,0,0,0,0,0,0,0,"Exile target nonland permanent. For as long as that card remains exiled, its owner may cast it without paying its mana cost."
RIX,River Darter,common,{2}{U},U,Creature,"Merfolk, Warrior",2,3,0,0,0,0,0,River Darter can't be blocked by Dinosaurs.
RIX,Riverwise Augur,uncommon,{3}{U},U,Creature,"Merfolk, Wizard",2,2,0,0,0,0,0,"When Riverwise Augur enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order."
RIX,Sailor of Means,common,{2}{U},U,Creature,"Human, Pirate",1,4,0,0,0,0,0,"When Sailor of Means enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
RIX,Sea Legs,common,{U},U,Enchantment,Aura,0,0,0,0,0,0,0,"Flash\nEnchant creature\nEnchanted creature gets +0/+2 as long as it's a Pirate. Otherwise, it gets -2/-0."
RIX,Seafloor Oracle,rare,{2}{U}{U},U,Creature,"Merfolk, Wizard",2,3,0,0,0,0,0,"Whenever a Merfolk you control deals combat damage to a player, draw a card."
RIX,Secrets of the Golden City,common,{1}{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nDraw two cards. If you have the city's blessing, draw three cards instead."
RIX,Silvergill Adept,uncommon,{1}{U},U,Creature,"Merfolk, Wizard",2,1,0,0,0,0,0,"As an additional cost to cast this spell, reveal a Merfolk card from your hand or pay {3}.\nWhen Silvergill Adept enters the battlefield, draw a card."
RIX,Siren Reaver,uncommon,{3}{U},U,Creature,"Siren, Pirate",3,2,0,0,0,0,0,Raid — This spell costs {1} less to cast if you attacked this turn.\nFlying
RIX,Slippery Scoundrel,uncommon,{2}{U},U,Creature,"Human, Pirate",2,2,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nAs long as you have the city's blessing, Slippery Scoundrel has hexproof and can't be blocked."
RIX,Soul of the Rapids,common,{3}{U}{U},U,Creature,Elemental,3,2,0,0,0,0,0,Flying\nHexproof (This creature can't be the target of spells or abilities your opponents control.)
RIX,Spire Winder,common,{3}{U},U,Creature,Snake,2,3,0,0,0,0,0,"Flying\nAscend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nSpire Winder gets +1/+1 as long as you have the city's blessing."
RIX,Sworn Guardian,common,{1}{U},U,Creature,"Merfolk, Warrior",1,3,0,0,0,0,0,0
RIX,Timestream Navigator,mythic,{1}{U},U,Creature,"Human, Pirate, Wizard",1,1,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\n{2}{U}{U}, {T}, Put Timestream Navigator on the bottom of its owner's library: Take an extra turn after this one. Activate only if you have the city's blessing."
RIX,Warkite Marauder,rare,{1}{U},U,Creature,"Human, Pirate",2,1,0,0,0,0,0,"Flying\nWhenever Warkite Marauder attacks, target creature defending player controls loses all abilities and has base power and toughness 0/1 until end of turn."
RIX,Waterknot,common,{1}{U}{U},U,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature\nWhen Waterknot enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step."
RIX,Arterial Flow,uncommon,{1}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Each opponent discards two cards. If you control a Vampire, each opponent loses 2 life and you gain 2 life."
RIX,Canal Monitor,common,{4}{B},B,Creature,Lizard,5,3,0,0,0,0,0,0
RIX,Champion of Dusk,rare,{3}{B}{B},B,Creature,"Vampire, Knight",4,4,0,0,0,0,0,"When Champion of Dusk enters the battlefield, you draw X cards and you lose X life, where X is the number of Vampires you control."
RIX,Dark Inquiry,common,{2}{B},B,Sorcery,0,0,0,0,0,0,0,0,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
RIX,Dead Man's Chest,rare,{1}{B},B,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature an opponent controls\nWhen enchanted creature dies, exile cards equal to its power from the top of its owner's library. You may cast spells from among those cards for as long as they remain exiled, and mana of any type can be spent to cast them."
RIX,Dinosaur Hunter,common,{1}{B},B,Creature,"Human, Pirate",2,2,0,0,0,0,0,"Whenever Dinosaur Hunter deals damage to a Dinosaur, destroy that creature."
RIX,Dire Fleet Poisoner,rare,{1}{B},B,Creature,"Human, Pirate",2,2,0,0,0,0,0,"Flash\nDeathtouch\nWhen Dire Fleet Poisoner enters the battlefield, target attacking Pirate you control gets +1/+1 and gains deathtouch until end of turn."
RIX,Dusk Charger,common,{3}{B},B,Creature,Horse,3,3,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nDusk Charger gets +2/+2 as long as you have the city's blessing."
RIX,Dusk Legion Zealot,common,{1}{B},B,Creature,"Vampire, Soldier",1,1,0,0,0,0,0,"When Dusk Legion Zealot enters the battlefield, you draw a card and you lose 1 life."
RIX,Fathom Fleet Boarder,common,{2}{B},B,Creature,"Orc, Pirate",3,3,0,0,0,0,0,"When Fathom Fleet Boarder enters the battlefield, you lose 2 life unless you control another Pirate."
RIX,Forerunner of the Coalition,uncommon,{2}{B},B,Creature,"Human, Pirate",2,2,0,0,0,0,0,"When Forerunner of the Coalition enters the battlefield, you may search your library for a Pirate card, reveal it, then shuffle and put that card on top.\nWhenever another Pirate enters the battlefield under your control, each opponent loses 1 life."
RIX,Golden Demise,uncommon,{1}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nAll creatures get -2/-2 until end of turn. If you have the city's blessing, instead only creatures your opponents control get -2/-2 until end of turn."
RIX,Grasping Scoundrel,common,{B},B,Creature,"Human, Pirate",1,1,0,0,0,0,0,Grasping Scoundrel gets +1/+0 as long as it's attacking.
RIX,Gruesome Fate,common,{2}{B},B,Sorcery,0,0,0,0,0,0,0,0,Each opponent loses 1 life for each creature you control.
RIX,Impale,common,{2}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,Destroy target creature.
RIX,Mastermind's Acquisition,rare,{2}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Choose one —\n• Search your library for a card, put it into your hand, then shuffle.\n• Put a card you own from outside the game into your hand."
RIX,Mausoleum Harpy,uncommon,{4}{B},B,Creature,Harpy,3,3,0,0,0,0,0,"Flying\nAscend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nWhenever another creature you control dies, if you have the city's blessing, put a +1/+1 counter on Mausoleum Harpy."
RIX,Moment of Craving,common,{1}{B},B,Instant,0,0,0,0,0,0,0,0,Target creature gets -2/-2 until end of turn. You gain 2 life.
RIX,Oathsworn Vampire,uncommon,{1}{B},B,Creature,"Vampire, Knight",2,2,0,0,0,0,0,Oathsworn Vampire enters the battlefield tapped.\nYou may cast Oathsworn Vampire from your graveyard if you gained life this turn.
RIX,Pitiless Plunderer,uncommon,{3}{B},B,Creature,"Human, Pirate",1,4,0,0,0,0,0,"Whenever another creature you control dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
RIX,Ravenous Chupacabra,uncommon,{2}{B}{B},B,Creature,"Beast, Horror",2,2,0,0,0,0,0,"When Ravenous Chupacabra enters the battlefield, destroy target creature an opponent controls."
RIX,Reaver Ambush,uncommon,{2}{B},B,Instant,0,0,0,0,0,0,0,0,Exile target creature with power 3 or less.
RIX,Recover,common,{2}{B},B,Sorcery,0,0,0,0,0,0,0,0,Return target creature card from your graveyard to your hand.\nDraw a card.
RIX,Sadistic Skymarcher,uncommon,{2}{B},B,Creature,"Vampire, Soldier",2,2,0,0,0,0,0,"As an additional cost to cast this spell, reveal a Vampire card from your hand or pay {1}.\nFlying, lifelink"
RIX,"Tetzimoc, Primal Death",rare,{4}{B}{B},B,Creature,"Elder, Dinosaur",6,6,0,0,0,0,0,"Deathtouch\n{B}, Reveal Tetzimoc, Primal Death from your hand: Put a prey counter on target creature. Activate only during your turn.\nWhen Tetzimoc enters the battlefield, destroy each creature your opponents control with a prey counter on it."
RIX,Tomb Robber,rare,{2}{B},B,Creature,"Human, Pirate",1,1,0,0,0,0,0,"Menace\n{1}, Discard a card: Tomb Robber explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)"
RIX,Twilight Prophet,mythic,{2}{B}{B},B,Creature,"Vampire, Cleric",2,4,0,0,0,0,0,"Flying\nAscend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nAt the beginning of your upkeep, if you have the city's blessing, reveal the top card of your library and put it into your hand. Each opponent loses X life and you gain X life, where X is that card's mana value."
RIX,Vampire Revenant,common,{3}{B},B,Creature,"Vampire, Spirit",3,1,0,0,0,0,0,Flying
RIX,Vona's Hunger,rare,{2}{B},B,Instant,0,0,0,0,0,0,0,0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)\nEach opponent sacrifices a creature. If you have the city's blessing, instead each opponent sacrifices half the creatures they control, rounded up."
RIX,Voracious Vampire,common,{2}{B},B,Creature,"Vampire, Knight",2,2,0,0,0,0,0,"Menace\nWhen Voracious Vampire enters the battlefield, target Vampire you control gets +1/+1 and gains menace until end of turn."
RIX,Blood Sun,rare,{2}{R},R,Enchantment,0,0,0,0,0,0,0,0,"When Blood Sun enters the battlefield, draw a card.\nAll lands lose all abilities except mana abilities."
RIX,Bombard,common,{2}{R},R,Instant,0,0,0,0,0,0,0,0,Bombard deals 4 damage to target creature.
RIX,Brass's Bounty,rare,{6}{R},R,Sorcery,0,0,0,0,0,0,0,0,"For each land you control, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
RIX,Brazen Freebooter,common,{3}{R},R,Creature,"Human, Pirate",3,3,0,0,0,0,0,"When Brazen Freebooter enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
RIX,Buccaneer's Bravado,common,{1}{R},R,Instant,0,0,0,0,0,0,0,0,Choose one —\n• Target creature gets +1/+1 and gains first strike until end of turn.\n• Target Pirate gets +1/+1 and gains double strike until end of turn.
RIX,Charging Tuskodon,uncommon,{3}{R}{R},R,Creature,Dinosaur,4,4,0,0,0,0,0,"Trample\nIf Charging Tuskodon would deal combat damage to a player, it deals double that damage to that player instead."
RIX,Daring Buccaneer,uncommon,{R},R,Creature,"Human, Pirate",2,2,0,0,0,0,0,"As an additional cost to cast this spell, reveal a Pirate card from your hand or pay {2}."
RIX,Dire Fleet Daredevil,rare,{1}{R},R,Creature,"Human, Pirate",2,1,0,0,0,0,0,"First strike\nWhen Dire Fleet Daredevil enters the battlefield, exile target instant or sorcery card from an opponent's graveyard. You may cast it this turn, and mana of any type can be spent to cast that spell. If that spell would be put into a graveyard, exile it instead."
RIX,"Etali, Primal Storm",rare,{4}{R}{R},R,Creature,"Elder, Dinosaur",6,6,0,0,0,0,0,"Whenever Etali, Primal Storm attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs."
RIX,Fanatical Firebrand,common,{R},R,Creature,"Goblin, Pirate",1,1,0,0,0,0,0,"Haste\n{T}, Sacrifice Fanatical Firebrand: It deals 1 damage to any target."
RIX,Forerunner of the Empire,uncommon,{3}{R},R,Creature,"Human, Soldier",1,3,0,0,0,0,0,"When Forerunner of the Empire enters the battlefield, you may search your library for a Dinosaur card, reveal it, then shuffle and put that card on top.\nWhenever a Dinosaur enters the battlefield under your control, you may have Forerunner of the Empire deal 1 damage to each creature."
RIX,Form of the Dinosaur,rare,{4}{R}{R},R,Enchantment,0,0,0,0,0,0,0,0,"When Form of the Dinosaur enters the battlefield, your life total becomes 15.\nAt the beginning of your upkeep, Form of the Dinosaur deals 15 damage to target creature an opponent controls and that creature deals damage equal to its power to you."
RIX,Frilled Deathspitter,common,{2}{R},R,Creature,Dinosaur,3,2,0,0,0,0,0,"Enrage — Whenever Frilled Deathspitter is dealt damage, it deals 2 damage to target opponent or planeswalker."
RIX,Goblin Trailblazer,common,{1}{R},R,Creature,"Goblin, Pirate",2,1,0,0,0,0,0,Menace (This creature can't be blocked except by two or more creatures.)
RIX,Mutiny,common,{R},R,Sorcery,0,0,0,0,0,0,0,0,Target creature an opponent controls deals damage equal to its power to another target creature that player controls.
RIX,Needletooth Raptor,uncommon,{3}{R},R,Creature,Dinosaur,2,2,0,0,0,0,0,"Enrage — Whenever Needletooth Raptor is dealt damage, it deals 5 damage to target creature an opponent controls."
